prompt_id,source_workload_id,prompt,target_sla,target_energy,target_imbalance,target_fairness,target_carbon
prompt-000836,workload-004181,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.37; memory_gb=3.56; latency_budget_ms=46.3; energy_sensitivity=0.56; edge_locality=0.92",0.48,0.18,0.1,0.08,0.16
prompt-000837,workload-004896,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=6.69; memory_gb=19.41; latency_budget_ms=289.3; energy_sensitivity=0.75; edge_locality=0.17",0.15,0.35,0.14,0.1,0.26
prompt-000838,workload-001044,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=2; regime=normal; cpu=1.17; memory_gb=8.89; latency_budget_ms=116.2; energy_sensitivity=0.63; edge_locality=0.25",0.31,0.23,0.18,0.15,0.13
prompt-000839,workload-004471,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=2.75; memory_gb=12.32; latency_budget_ms=166.1; energy_sensitivity=0.82; edge_locality=0.79",0.26,0.28,0.15,0.15,0.16
prompt-000840,workload-004994,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=3.31; memory_gb=1.42; latency_budget_ms=101.1; energy_sensitivity=0.39; edge_locality=0.61",0.46,0.16,0.15,0.13,0.1
prompt-000841,workload-000198,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=2.07; memory_gb=4.52; latency_budget_ms=55.1; energy_sensitivity=0.53; edge_locality=0.92",0.53,0.13,0.13,0.08,0.13
prompt-000842,workload-003585,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=burst; cpu=4.85; memory_gb=22.05; latency_budget_ms=239.5; energy_sensitivity=0.90; edge_locality=0.25",0.2,0.3,0.17,0.1,0.23
prompt-000843,workload-003681,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=3.05; memory_gb=12.24; latency_budget_ms=337.0; energy_sensitivity=0.81; edge_locality=0.12",0.2,0.3,0.17,0.1,0.23
prompt-000844,workload-004404,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=4.44; memory_gb=14.01; latency_budget_ms=154.6; energy_sensitivity=0.68; edge_locality=0.73",0.32,0.25,0.15,0.15,0.13
prompt-000845,workload-001963,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=high-contention; cpu=2.92; memory_gb=1.62; latency_budget_ms=53.2; energy_sensitivity=0.54; edge_locality=0.93",0.53,0.13,0.13,0.08,0.13
prompt-000846,workload-000329,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=normal; cpu=1.53; memory_gb=1.89; latency_budget_ms=121.1; energy_sensitivity=0.27; edge_locality=0.66",0.45,0.14,0.18,0.13,0.1
prompt-000847,workload-003800,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=5.05; memory_gb=16.24; latency_budget_ms=274.8; energy_sensitivity=0.71; edge_locality=0.23",0.21,0.32,0.14,0.1,0.23
prompt-000848,workload-003505,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=burst; cpu=4.13; memory_gb=5.24; latency_budget_ms=94.5; energy_sensitivity=0.48; edge_locality=0.55",0.45,0.14,0.18,0.13,0.1
prompt-000849,workload-003315,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=burst; cpu=1.14; memory_gb=2.43; latency_budget_ms=47.8; energy_sensitivity=0.58; edge_locality=0.81",0.59,0.1,0.13,0.08,0.1
prompt-000850,workload-003242,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=6.03; memory_gb=20.69; latency_budget_ms=286.3; energy_sensitivity=0.95; edge_locality=0.26",0.2,0.3,0.17,0.1,0.23
prompt-000851,workload-004529,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=6.17; memory_gb=9.89; latency_budget_ms=290.1; energy_sensitivity=0.86; edge_locality=0.10",0.21,0.32,0.14,0.1,0.23
prompt-000852,workload-002700,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=burst; cpu=2.14; memory_gb=1.17; latency_budget_ms=51.4; energy_sensitivity=0.57; edge_locality=0.88",0.53,0.13,0.13,0.08,0.13
prompt-000853,workload-004796,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.82; memory_gb=4.50; latency_budget_ms=52.3; energy_sensitivity=0.53; edge_locality=0.83",0.48,0.18,0.1,0.08,0.16
prompt-000854,workload-001568,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=2; regime=high-contention; cpu=3.77; memory_gb=4.56; latency_budget_ms=123.4; energy_sensitivity=0.31; edge_locality=0.31",0.45,0.14,0.18,0.13,0.1
prompt-000855,workload-001695,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=high-contention; cpu=7.58; memory_gb=8.94; latency_budget_ms=308.6; energy_sensitivity=0.88; edge_locality=0.15",0.2,0.3,0.17,0.1,0.23
prompt-000856,workload-001246,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=normal; cpu=4.52; memory_gb=3.93; latency_budget_ms=81.5; energy_sensitivity=0.37; edge_locality=0.67",0.37,0.2,0.18,0.15,0.1
prompt-000857,workload-002866,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=5.40; memory_gb=12.42; latency_budget_ms=270.6; energy_sensitivity=0.77; edge_locality=0.27",0.2,0.3,0.17,0.1,0.23
prompt-000858,workload-002159,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=1.26; memory_gb=14.51; latency_budget_ms=251.5; energy_sensitivity=0.38; edge_locality=0.40",0.31,0.23,0.18,0.15,0.13
prompt-000859,workload-004391,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=2.89; memory_gb=8.66; latency_budget_ms=200.7; energy_sensitivity=0.75; edge_locality=0.47",0.32,0.25,0.15,0.15,0.13
prompt-000860,workload-004846,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=5.11; memory_gb=20.56; latency_budget_ms=296.2; energy_sensitivity=0.75; edge_locality=0.11",0.15,0.35,0.14,0.1,0.26
prompt-000861,workload-001388,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=1; regime=high-contention; cpu=2.07; memory_gb=5.86; latency_budget_ms=91.7; energy_sensitivity=0.24; edge_locality=0.47",0.45,0.14,0.18,0.13,0.1
prompt-000862,workload-002561,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=burst; cpu=5.89; memory_gb=12.98; latency_budget_ms=305.9; energy_sensitivity=0.81; edge_locality=0.00",0.2,0.3,0.17,0.1,0.23
prompt-000863,workload-000715,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=normal; cpu=2.96; memory_gb=4.40; latency_budget_ms=52.9; energy_sensitivity=0.52; edge_locality=0.93",0.53,0.13,0.13,0.08,0.13
prompt-000864,workload-004141,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=7.96; memory_gb=20.31; latency_budget_ms=245.0; energy_sensitivity=0.80; edge_locality=0.22",0.21,0.32,0.14,0.1,0.23
prompt-000865,workload-003322,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=burst; cpu=4.46; memory_gb=8.80; latency_budget_ms=273.0; energy_sensitivity=0.92; edge_locality=0.16",0.26,0.27,0.17,0.1,0.2
prompt-000866,workload-002159,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=1; regime=high-contention; cpu=1.26; memory_gb=14.51; latency_budget_ms=251.5; energy_sensitivity=0.38; edge_locality=0.40",0.31,0.23,0.18,0.15,0.13
prompt-000867,workload-002132,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: hybrid microservice chain with variable compute and latency demand; priority=3; regime=high-contention; cpu=3.78; memory_gb=4.50; latency_budget_ms=149.6; energy_sensitivity=0.50; edge_locality=0.45",0.37,0.2,0.18,0.15,0.1
prompt-000868,workload-003920,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=4.81; memory_gb=5.17; latency_budget_ms=267.0; energy_sensitivity=0.98; edge_locality=0.00",0.15,0.35,0.14,0.1,0.26
prompt-000869,workload-002683,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=burst; cpu=10.51; memory_gb=11.77; latency_budget_ms=331.3; energy_sensitivity=0.91; edge_locality=0.21",0.2,0.3,0.17,0.1,0.23
prompt-000870,workload-004637,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=2.09; memory_gb=5.12; latency_budget_ms=109.9; energy_sensitivity=0.48; edge_locality=0.56",0.46,0.16,0.15,0.13,0.1
prompt-000871,workload-001230,"Interpret the scheduling intent and return normalized priorities for SLA, energy, imbalance, fairness, and carbon. Context: throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=normal; cpu=3.29; memory_gb=18.63; latency_budget_ms=305.8; energy_sensitivity=0.75; edge_locality=0.15",0.2,0.3,0.17,0.1,0.23
